n_faults,slowdown,baseline,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
4,5.0,fixed_speculation,4,50915,17.419405937194824,140586,0.019179889962632278,0.018419883104199286,0.03156167423191292,0.03819150978054626,0.04915813449270414,0.24682180083793082,2.0733850244597654,2556.109090909091,2553.836363636364,0.0008891354757941759,0,0.000874909308181469
4,5.0,fixed_shedding,1,4981,16.97306990623474,140604,0.019116322977705692,0.018212889967205825,0.030533502337052574,0.03839578216837648,0.1570790611720428,0.26357190379586637,2.108165274018128,2556.4363636363637,2545.8,0.004160621319450371,0,0.00522744729879662
4,5.0,fixed_speculation,3,45451,17.5451238155365,139985,0.018880832631379445,0.018097388845676576,0.030675772284710932,0.03848678077181177,0.09942207970045726,0.20434182296968917,2.126648275063514,2545.181818181818,2537.690909090909,0.0029431724827660107,0,0.004036146730006787
4,5.0,fixed_speculation,6,16984,17.486913919448853,140110,0.019150488260244805,0.01806926109278173,0.03081334843565997,0.03925576522213112,0.17872553226020588,0.24972248119797413,2.172516353632907,2547.4545454545455,2532.7818181818184,0.005759760188423382,0,0.006973092570123475
4,5.0,fixed_shedding,0,1347,17.49860906600952,140831,0.01918681238336985,0.018293086323218688,0.031076988235799075,0.03878840985375832,0.13861610577660327,0.273614241452802,2.1203863125341362,2560.5636363636363,2550.8,0.0038130809267845856,0,0.004785878109223112
4,5.0,fixed_shedding,2,35278,17.681641578674316,139736,0.018664927776903657,0.017889287793332542,0.029840126834315583,0.03778658119425361,0.13355690393465924,0.24952897526019946,2.112246257692658,2540.6545454545453,2531.4545454545455,0.0036211141008759373,0,0.00469456689757829
4,5.0,fixed_speculation,9,83500,17.882229566574097,140709,0.019127846105851547,0.018430231288768084,0.03077827700833353,0.037426716739209,0.04704029118500121,0.24384541851992036,2.0307242026863723,2558.3454545454547,2556.181818181818,0.0008457170472393379,0,0.0008599307791257133
4,5.0,fixed_shedding,5,15854,17.27606201171875,140087,0.01896946006547068,0.018165412245685353,0.030913700359783282,0.0386366157534314,0.10461245232995389,0.24509437985270566,2.1269330544705016,2547.0363636363636,2539.581818181818,0.002926752660846474,0,0.003954685302704748
4,5.0,fixed_shedding,3,17913,17.926993370056152,141152,0.0193400652316809,0.018405501068103014,0.03139651448965441,0.0390293990814798,0.14186068114399525,0.2443733924849978,2.1205290166817727,2566.4,2555.1454545454544,0.004385343459532985,0,0.005228406257084562
4,5.0,fixed_shedding,4,37337,17.68493390083313,140963,0.019268649896561914,0.018331307906850114,0.031155771598036345,0.0387455098006214,0.1466315193386369,0.24712151074044275,2.113624952322296,2562.9636363636364,2551.2,0.004589856912806907,0,0.005540460972028121
