n_faults,slowdown,baseline,metric,mean,ci_95,min,max,n
4,5.0,adaptive,p99_latency,0.048707628518484175,0.024672230954690424,0.03715927824220183,0.1468585293274991,10
4,5.0,adaptive,p999_latency,0.07348580080109263,0.03989162420757533,0.045743324110013965,0.20619754302990514,10
4,5.0,adaptive,p95_latency,0.031178243365714696,0.0006856622898297925,0.03008495162123559,0.033348721402745696,10
4,5.0,adaptive,p50_latency,0.01839398625041806,0.00010615479394618468,0.018183508362120904,0.018674951210437385,10
4,5.0,adaptive,avg_latency,0.01930730586637346,0.0004877287848520616,0.018816388245143603,0.021176268454276885,10
4,5.0,adaptive,max_latency,0.23869304189551324,0.011743398242830227,0.21524766107136983,0.26576934230870464,10
4,5.0,adaptive,tail_ratio,2.646531836917153,1.336430438803387,2.0341783393758517,7.963066240379915,10
4,5.0,adaptive,throughput,2558.065454545454,4.709439624702221,2546.2909090909093,2568.109090909091,10
4,5.0,adaptive,goodput,2551.3036363636365,8.345816042916944,2524.509090909091,2565.7636363636366,10
4,5.0,adaptive,slo_violation_rate,0.0026394761870676743,0.003404785590875562,0.0007640346743212945,0.01596728584489125,10
