load_factor,n_faults,fault_fraction,baseline,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
0.7,8,0.25,no_mitigation,9,42532,14.73830246925354,123024,0.03356991516819785,0.01898070764538584,0.19319317443403275,0.267475954284619,0.3251451946680436,0.3922798131054339,14.091990629740387,2236.8,2074.9454545454546,0.07235986474183899,0,0.0714901157497724
0.8,2,0.0625,no_mitigation,0,99569,16.49679946899414,140828,0.01817120729114529,0.01589389651186579,0.028468063888314885,0.12999443888098647,0.184498894854871,0.2384118676641691,8.178890480628048,2560.509090909091,2520.5454545454545,0.01560769165222825,0,0.015621893373476865
0.8,2,0.0625,adaptive,1,29917,16.97583508491516,140664,0.016157507133765497,0.015720749431418213,0.027190530471837348,0.03069427341842605,0.03814000436456588,0.16823017045485145,1.9524688407718633,2557.5272727272727,2556.7818181818184,0.0002914747198999033,0,0.00031280213842916455
0.8,2,0.0625,adaptive,2,25333,17.03878927230835,140576,0.01613805393512543,0.01567875015531328,0.027122736088603272,0.030330485086915715,0.037838986491257096,0.1865891104175148,1.9344963588591397,2555.927272727273,2555.163636363636,0.0002987707716822217,0,0.00032011154108809467
0.8,2,0.0625,adaptive,0,60214,17.093961000442505,140558,0.016222789280179648,0.015758923985031537,0.027294924464480983,0.030858432681460768,0.03805661986741002,0.1999917408209786,1.9581560714913884,2555.6,2554.8,0.0003130380341211457,0,0.0003201525348966263
0.8,2,0.0625,no_mitigation,1,95935,16.639732122421265,140463,0.01800706538404219,0.015655171716140615,0.02836297476266125,0.12916307548696176,0.18890797268731793,0.24764851239093133,8.250505189527468,2553.8727272727274,2513.9454545454546,0.01563401037995771,0,0.01565536831763525
0.8,2,0.0625,adaptive,3,27858,17.204408407211304,140934,0.016250058655551635,0.015800014445102484,0.027296384563619918,0.030907197318256297,0.0381243376614838,0.1740822377203335,1.9561499405993628,2562.4363636363637,2561.672727272727,0.00029801183532717445,0,0.0003192983949934012
0.8,2,0.0625,adaptive,7,91868,17.07429313659668,140536,0.016189994033397017,0.01570795941635339,0.027292675409301914,0.030672164862542668,0.037989104600420896,0.19717172903331548,1.9526511400717144,2555.2,2554.4363636363637,0.00029885580918768143,0,0.00032020265270108725
0.8,2,0.0625,adaptive,4,24224,17.255435466766357,140574,0.016164013760617543,0.015667658476957058,0.02722262428137797,0.030804328945933542,0.03829033246651481,0.1912844576295445,1.9661092939470493,2555.890909090909,2555.1454545454544,0.0002916613313984094,0,0.00031300240442756126
0.8,2,0.0625,no_mitigation,2,97510,16.639339208602905,140327,0.01798357873194644,0.015674721283645,0.028321245072797985,0.12918719903834538,0.18598676390897165,0.23925994948291418,8.241754140352038,2551.4,2511.509090909091,0.015634909889044875,0,0.01567054095077925
