experiment,load_factor,baseline,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
E1_many_moderate,0.8,no_mitigation,9,51,16.2993745803833,127362,0.02408047913242341,0.019765914207823698,0.057777240943756414,0.07473969352443116,0.08769370565670896,0.10602816562771267,3.7812414208925316,2547.24,2327.02,0.08645435844286364,0,0.15569793187921044
E1_many_moderate,0.8,fixed_isolation,2,44,16.42536735534668,127904,0.03422828227128563,0.028113828301806976,0.07809388640901957,0.09292175892073598,0.16258626219279895,0.21255150255163713,3.305197638799109,2558.08,2069.5,0.19099480860645485,0,0.0960720540405304
E1_many_moderate,0.8,fixed_isolation,1,43,16.858283519744873,127629,0.026732273639856814,0.024603733148353513,0.05183188763855213,0.07079299831589239,0.09939445422934318,0.1394480112750145,2.8773275132286122,2552.58,2407.82,0.05671124901080475,0,0.10118390021076715
E1_many_moderate,0.8,fixed_isolation,0,42,16.95124387741089,128791,0.03360335211324821,0.029491098573643626,0.06663193173876181,0.09729851003588767,0.1543730008720641,0.22628824578802664,3.299250103990495,2575.82,2203.8,0.14442779386758392,0,0.09339161897958709
E1_many_moderate,0.8,fixed_isolation,3,45,17.096094608306885,128002,0.028300754591106092,0.02632054686432639,0.05299337178912573,0.07582149597498825,0.1146464449552798,0.15504927893544362,2.8806960723811206,2560.04,2403.38,0.06119435633818222,0,0.0964984922110592
E1_many_moderate,0.8,fixed_isolation,4,46,17.266757488250732,128436,0.031030238227752378,0.027730966784911715,0.062104589039242875,0.08202024814895485,0.14366531886157569,0.1994230938146373,2.9577132591562467,2568.72,2283.42,0.11106699056339345,0,0.09843034663178549
E1_many_moderate,0.8,fixed_isolation,5,47,16.847508668899536,127603,0.03062285121011093,0.026869891338535012,0.06276375426589062,0.0795509394843939,0.1381584695033075,0.19666690333517067,2.9605977367800973,2552.06,2231.3,0.12568670015595246,0,0.09669051668064231
E1_many_moderate,0.8,fixed_isolation,6,48,16.440549612045288,127377,0.029397096905795908,0.026143595006082876,0.060863806351700585,0.07833892637387013,0.12869163842248202,0.17569197747825882,2.9964863805319384,2547.54,2286.98,0.10227906136900697,0,0.0954096893473704
E1_many_moderate,0.8,fixed_isolation,7,49,16.981982231140137,128203,0.028762782648077485,0.02603744024203536,0.05801984475827166,0.0816590158326386,0.1140376565878331,0.20944134038804663,3.1362151990965175,2564.06,2361.6,0.07896071074779841,0,0.09956085271015498
E1_many_moderate,0.8,fixed_isolation,8,50,16.893930912017822,127850,0.028943688808439557,0.02615327790585731,0.05823931252821947,0.07928507877084351,0.12755808630483223,0.18040007905023714,3.031554172912557,2557.0,2347.82,0.08180680484943292,0,0.09942901838091514
E1_many_moderate,0.8,fixed_isolation,9,51,16.638304710388184,127076,0.029557768749086354,0.025706169107390764,0.06475428918409332,0.07973305627658966,0.13811239445954218,0.17648712568767877,3.101709007806444,2541.52,2249.7,0.1148210519689005,0,0.0976266171424974
E1_many_moderate,0.8,adaptive,2,44,16.437725067138672,128259,0.03133406389676478,0.028126125304765992,0.0643781604777981,0.0865254601571695,0.11936239603428428,0.21255150255163713,3.0763377187439214,2565.18,2292.18,0.10642528009730311,0,0.09331119063769404
E1_many_moderate,0.8,adaptive,6,48,16.463476181030273,126966,0.02770490588933361,0.0250966046714165,0.05541410334658181,0.07681253950270098,0.11982831976105404,0.1779002680611086,3.060674561694227,2539.32,2364.12,0.06899484901469685,0,0.09652190350172488
E1_many_moderate,0.8,adaptive,7,49,16.567885637283325,128178,0.03601634932231042,0.02927150880281104,0.08582584000965948,0.10569732790102022,0.13116358471907957,0.20944134038804663,3.6109285863279363,2563.56,2059.22,0.19673422896284853,0,0.09069419089079249
E1_many_moderate,0.8,lit_blacklist,1,43,15.560157299041748,120049,1.4394895866639787,1.4182143204208657,2.742134204454706,2.838462123209347,2.8743405023598534,2.8947946367480384,2.001433832911102,2400.98,44.98,0.9812659830569185,0,0.001832585027780323
E1_many_moderate,0.8,adaptive,3,45,16.78281307220459,127684,0.031700863620603655,0.02850314842773649,0.05935885423891136,0.07741743308611612,0.13033737138858198,0.17604448837058584,2.7161011101068753,2553.68,2229.52,0.12693837912346104,0,0.09135835343504276
