service_cv,cv_sq,load_factor,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
0.0,0.0,0.8,0,42,15.613276481628418,128664,0.014847192168842555,0.013876801308148501,0.025184580568451045,0.029003267728394348,0.0349158802127937,0.0454125130822689,2.0900542628194536,2573.28,2573.28,0.0,0,0.0
0.0,0.0,0.8,5,47,15.570467233657837,127817,0.014761102049424763,0.013772078678186972,0.024896953507153794,0.028815739677456795,0.0342224706932694,0.03984535477972884,2.0923304572095467,2556.34,2556.34,0.0,0,0.0
0.0,0.0,0.8,4,46,15.593733787536621,128543,0.014885527607220606,0.013949552844458424,0.025192490004082656,0.02896047550587881,0.03429320695625448,0.041454110007379086,2.076086296729117,2570.86,2570.86,0.0,0,0.0
0.0,0.0,0.8,6,48,15.607056379318237,127270,0.014657088616249318,0.013604841675078916,0.02459211493267936,0.028636839746121617,0.03438876020262096,0.04331809140786724,2.104900625089818,2545.4,2545.4,0.0,0,0.0
0.0,0.0,0.8,2,44,15.792175054550171,127733,0.014728492314115197,0.01371202726524956,0.024794210658444615,0.028775592739022356,0.033948740438835175,0.04080910689316397,2.098565892728965,2554.66,2554.66,0.0,0,0.0
0.0,0.0,0.8,3,45,15.89262318611145,128288,0.014767535057607075,0.013773912850147063,0.024865958624995337,0.02875665610715888,0.03395616813767818,0.03975768622711939,2.0877623098110316,2565.76,2565.76,0.0,0,0.0
0.0,0.0,0.8,7,49,15.566417694091797,128536,0.014834117436890566,0.0138798617463749,0.02504896679117774,0.028806538109387412,0.034268151585579554,0.03988022799629931,2.075419671734916,2570.72,2570.72,0.0,0,0.0
0.0,0.0,0.8,8,50,15.97679090499878,128226,0.014792383919262261,0.013813915568700708,0.02494045826745772,0.02885723296675735,0.03458797546824687,0.043178632356326574,2.0889973464251868,2564.52,2564.52,0.0,0,0.0
0.0,0.0,0.8,9,51,16.38450574874878,127381,0.014634273305626505,0.013543989618586494,0.02456857688771663,0.028586821760109866,0.03320514797278237,0.039118008839583496,2.110664771987126,2547.62,2547.62,0.0,0,0.0
0.0,0.0,0.82,0,42,16.376315355300903,131926,0.015339837797516775,0.014626816429908374,0.02605781780527927,0.029449639757237023,0.035953740316911745,0.04515965489897411,2.013400516671522,2638.52,2638.52,0.0,0,0.0
0.0,0.0,0.82,1,43,16.531758069992065,130927,0.015231661824239483,0.014499338016818797,0.0258354582857482,0.029330045143170135,0.035994537377518177,0.04571529064807578,2.0228540854174284,2618.54,2618.54,0.0,0,0.0
0.0,0.0,0.82,2,44,16.71391010284424,130927,0.015184712210420588,0.014441656786587487,0.02569610105091158,0.029220784289246283,0.03499318735152021,0.03989117280342214,2.023367867070815,2618.54,2618.54,0.0,0,0.0
0.0,0.0,0.82,5,47,16.69345188140869,131011,0.01519816516176584,0.014459159566222013,0.025729324561309497,0.029239600897513894,0.03538835500028126,0.04122180000658204,2.022219947404164,2620.22,2620.22,0.0,0,0.0
0.0,0.0,0.82,3,45,16.969842672348022,131472,0.015240849852250854,0.01453415428289695,0.025739373418174692,0.02921943590149821,0.0351747222306336,0.047794570456289875,2.0103980825277294,2629.44,2629.44,0.0,0,0.0
0.0,0.0,0.82,4,46,17.021031856536865,131649,0.015350090819599252,0.01467656100194148,0.02603972563499752,0.029381155515466162,0.035907492157169756,0.040620479789019726,2.0019100872186266,2632.98,2632.98,0.0,0,0.0
