slowdown,baseline,metric,mean,ci_95,min,max,n
1.15,fixed_shedding,p99_latency,0.02939351944713025,7.226807439225472e-05,0.02925075432846408,0.02958338867271177,10
1.15,fixed_shedding,p999_latency,0.035868903591833014,0.00024231368797537317,0.03540565613863935,0.03643262806669717,10
1.15,fixed_shedding,p95_latency,0.026004472236124017,8.409792379869801e-05,0.025827674110131933,0.026235849970337094,10
1.15,fixed_shedding,p50_latency,0.01465080296520167,5.853271754889684e-05,0.014547211518440406,0.014752981127452713,10
1.15,fixed_shedding,avg_latency,0.015342959380306682,3.848097935662903e-05,0.015262482062144613,0.015423751872315736,10
1.15,fixed_shedding,max_latency,0.04431852051075165,0.002092429833254943,0.039920596616903836,0.04801966293116422,10
1.15,fixed_shedding,tail_ratio,2.006308951495422,0.0063795091289299685,1.9947272857470504,2.0188011706821447,10
1.15,fixed_shedding,throughput,2561.746,4.954086541151689,2554.22,2573.8,10
1.15,fixed_shedding,goodput,2561.746,4.954086541151689,2554.22,2573.8,10
1.15,fixed_shedding,slo_violation_rate,0.0,0.0,0.0,0.0,10
1.15,fixed_shedding,affected_ratio,0.004569888861135953,0.0010285435259061813,0.002774108322324967,0.00652766037381422,10
1.15,fixed_speculation,p99_latency,0.02905420303974853,4.420604659769867e-05,0.028984580241956798,0.029154621017256233,10
1.15,fixed_speculation,p999_latency,0.034918973012743576,0.00032084016722438286,0.034447735492334285,0.035610599172253496,10
1.15,fixed_speculation,p95_latency,0.02538350560770426,7.279967634954876e-05,0.02525191584369324,0.025553548060368664,10
1.15,fixed_speculation,p50_latency,0.014295858063818745,4.58530144626795e-05,0.014218954023903052,0.014407605873779872,10
1.15,fixed_speculation,avg_latency,0.01508887760583787,2.6906444334384824e-05,0.01504581836156271,0.015156110260072235,10
1.15,fixed_speculation,max_latency,0.04202424017325228,0.0016566296890342179,0.039588270884969745,0.044846314531014286,10
1.15,fixed_speculation,tail_ratio,2.032389584839305,0.007482112935471982,2.011755491917313,2.046840562309653,10
1.15,fixed_speculation,throughput,2551.0099999999993,2.469898566805638,2544.24,2556.98,10
1.15,fixed_speculation,goodput,2551.0099999999993,2.469898566805638,2544.24,2556.98,10
1.15,fixed_speculation,slo_violation_rate,0.0,0.0,0.0,0.0,10
1.15,fixed_speculation,affected_ratio,0.026081504889743635,0.000171879429134191,0.025746863057449797,0.026466273934563824,10
1.15,no_mitigation,p99_latency,0.02907353172490637,6.999029834301658e-05,0.028924676348470655,0.02919838919633871,10
1.15,no_mitigation,p999_latency,0.03457075085985942,0.0002343321988714701,0.03398344289338749,0.03501982151722109,10
1.15,no_mitigation,p95_latency,0.025152135965340605,7.839057522021708e-05,0.024975297063212304,0.025327837309223597,10
1.15,no_mitigation,p50_latency,0.013928816119030785,5.7745959574496803e-05,0.013805173714782626,0.014080148793880198,10
1.15,no_mitigation,avg_latency,0.014898022871378022,3.630927745778383e-05,0.01481218125023944,0.014985285570888745,10
1.15,no_mitigation,max_latency,0.043907229818314165,0.0010685107573032082,0.04087626905930364,0.045625057032921745,10
1.15,no_mitigation,tail_ratio,2.0873286307158656,0.005749875373872552,2.072359209850617,2.0998675322671954,10
1.15,no_mitigation,throughput,2558.794,4.682746924220871,2547.96,2571.5,10
1.15,no_mitigation,goodput,2558.794,4.682746924220871,2547.96,2571.5,10
1.15,no_mitigation,slo_violation_rate,0.0,0.0,0.0,0.0,10
1.15,no_mitigation,affected_ratio,0.028843338394123823,9.424770006940423e-05,0.02859595053251668,0.029003595032889056,10
1.2,adaptive,p99_latency,0.029093913526049352,6.610811279942545e-05,0.028965371161463187,0.029227568696491915,10
1.2,adaptive,p999_latency,0.034864660762596054,0.00030551002479336424,0.03397311483430747,0.03544571393103524,10
1.2,adaptive,p95_latency,0.025445159364997572,0.00011781863507887755,0.02524599212670679,0.025669128845084543,10
1.2,adaptive,p50_latency,0.014350946986151136,8.893432627949488e-05,0.014242464270736832,0.01458579746640254,10
1.2,adaptive,avg_latency,0.015130369412438237,5.830964796346512e-05,0.015055312650786886,0.01527242571097165,10
1.2,adaptive,max_latency,0.041824002950113834,0.0014113247756247956,0.03980796070599801,0.04564933366635415,10
1.2,adaptive,tail_ratio,2.027407923062478,0.008622830735633837,2.003837552510637,2.0409592798732676,10
1.2,adaptive,throughput,2553.398,5.250013381686701,2545.26,2565.98,10
1.2,adaptive,goodput,2553.398,5.250013381686701,2545.26,2565.98,10
1.2,adaptive,slo_violation_rate,0.0,0.0,0.0,0.0,10
1.2,adaptive,affected_ratio,0.02537642776027496,0.0001852992754759129,0.025046251293468377,0.025823826385999074,10
1.2,fixed_isolation,p99_latency,0.029171748245631023,5.572610777657749e-05,0.029066382532528228,0.02932833640303905,10
1.2,fixed_isolation,p999_latency,0.03511033191094678,0.0001517194365542778,0.03480035786541529,0.03533643785484833,10
1.2,fixed_isolation,p95_latency,0.025261730467991222,8.477450434545933e-05,0.025084574996605005,0.025505254606997593,10
1.2,fixed_isolation,p50_latency,0.01397683308228075,5.9906299566340665e-05,0.013874391829446608,0.014139720360834218,10
1.2,fixed_isolation,avg_latency,0.014944801810822103,3.655971463323294e-05,0.01487910621180297,0.015042148496320013,10
1.2,fixed_isolation,max_latency,0.047083604176767935,0.0014889818133909042,0.04391419135442476,0.05044045523384,10
1.2,fixed_isolation,tail_ratio,2.087192974503058,0.006145288592657555,2.0741807938632197,2.0992319398495267,10
1.2,fixed_isolation,throughput,2559.0919999999996,4.167448830233996,2549.92,2566.3,10
1.2,fixed_isolation,goodput,2559.088,4.1679890864833595,2549.9,2566.28,10
1.2,fixed_isolation,slo_violation_rate,1.5636704445626612e-06,2.358193971508717e-06,0.0,7.843383321829704e-06,10
