slowdown,baseline,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
1.0,adaptive,9,39380,16.807268619537354,128343,0.014830764362543736,0.013869626005700297,0.02500370362718271,0.02889214485271538,0.03416207436956927,0.03996442441096093,2.0831235709485574,2566.86,2566.86,0.0,0,0.0
1.0,adaptive,7,41439,19.683663845062256,127643,0.01470105655224878,0.013664475654515229,0.0247622336323559,0.028743084399442155,0.03425290835887789,0.04421729272161912,2.103489744221866,2552.86,2552.86,0.0,0,0.0
1.05,no_mitigation,0,94526,18.216278076171875,127949,0.014821737123830015,0.01382390291333735,0.025026314442033026,0.02892479684687274,0.03504616866024962,0.04581801306104083,2.0923755778815547,2558.98,2558.98,0.0,0,0.03075444122267466
1.05,no_mitigation,6,13302,16.050424098968506,127794,0.014862294940057917,0.013906070998215725,0.02516269189553366,0.028973363857630472,0.03472959869051293,0.04012693094817621,2.0835046693885007,2555.88,2555.88,0.0,0,0.03014226020000939
1.05,no_mitigation,2,7533,17.358325719833374,127875,0.014815829293773074,0.01378733267780774,0.0251027720333397,0.02891281301530794,0.03457261487529263,0.03997535040788591,2.0970563118308125,2557.5,2557.5,0.0,0,0.030052785923753666
1.05,no_mitigation,4,58536,17.448916912078857,128426,0.014879390640693253,0.013955827902323747,0.025135268144344636,0.028877420368170093,0.034352541683662724,0.040747225662276065,2.0692015242866235,2568.52,2568.52,0.0,0,0.030344322800678992
1.05,no_mitigation,1,3899,18.241101026535034,128507,0.01489770629070278,0.013986489142084224,0.025160926722420027,0.028967300329398715,0.03448291640080179,0.04120549071618029,2.0710916109918127,2570.14,2570.14,0.0,0,0.030644245060580357
1.0,adaptive,8,56986,21.90912413597107,128226,0.01481256641380184,0.013815054145107197,0.025102720255812727,0.02888057261787491,0.034967274930216494,0.045851000249097495,2.090514616484756,2564.52,2564.52,0.0,0,0.0
1.05,no_mitigation,9,75879,16.665473461151123,127820,0.01478476947956049,0.013772364639387469,0.024918794703006234,0.028881181386415874,0.03416779267467953,0.04107656281120242,2.09703868163778,2556.4,2556.4,0.0,0,0.030480363010483492
1.05,no_mitigation,3,37830,19.669369220733643,127858,0.014768762771573974,0.01374167937360582,0.024899516303178437,0.028869178694531143,0.03421013791414618,0.04685284931468203,2.100847932020689,2557.16,2557.16,0.0,0,0.03044001939651801
